A0P0,A0P1,A0P2,A1P0,A1P1,A1P2,A2P0,A2P1,A2P2,acc,f1_0,f1_1,f1_2,f1_all,model,prec_0,prec_1,prec_2,prec_all,rec_0,rec_1,rec_2,rec_all,rnd_ct,sup_0,sup_1,sup_2,sup_all,trtest
18,8,111,1,313,23,2,27,197,0.75428571428571434,0.22784810126582281,0.91386861313868606,0.70736086175942547,0.71293209608397867,NN,0.8571428571428571,0.89942528735632188,0.595166163141994,0.79291778019677506,0.13138686131386862,0.92878338278931749,0.87168141592920356,0.75428571428571434,66,137,337,226,700,TR
1,15,40,1,110,31,3,31,68,0.59666666666666668,0.032786885245901641,0.73825503355704702,0.56431535269709543,0.54742815437991632,NN,0.20000000000000001,0.70512820512820518,0.48920863309352519,0.53742495234581578,0.017857142857142856,0.77464788732394363,0.66666666666666663,0.59666666666666668,66,56,142,102,300,TE
59,77,8,65,240,20,16,168,47,0.49428571428571427,0.41549295774647887,0.59259259259259267,0.30718954248366015,0.46197766117401579,LM,0.42142857142857143,0.49484536082474229,0.62666666666666671,0.52324350936250796,0.40972222222222221,0.7384615384615385,0.20346320346320346,0.49428571428571427,67,144,325,231,700,TR
21,25,3,33,108,13,9,67,21,0.5,0.375,0.61016949152542366,0.31343283582089554,0.47581362256514032,LM,0.33333333333333331,0.54000000000000004,0.56756756756756754,0.51515795795795805,0.42857142857142855,0.70129870129870131,0.21649484536082475,0.5,67,49,154,97,300,TE
45,46,53,15,268,42,36,68,127,0.62857142857142856,0.375,0.75813295615275822,0.5607064017660045,0.61416627079656205,GV,0.46875,0.70157068062827221,0.57207207207207211,0.61094159978976725,0.3125,0.82461538461538464,0.54978354978354982,0.62857142857142856,67,144,325,231,700,TR
17,11,21,8,127,19,17,38,42,0.62,0.37362637362637358,0.76969696969696977,0.46927374301675978,0.60786859571217122,GV,0.40476190476190477,0.72159090909090906,0.51219512195121952,0.60213753387533875,0.34693877551020408,0.82467532467532467,0.4329896907216495,0.62,67,49,154,97,300,TE
93,4,47,7,293,25,50,5,176,0.80285714285714282,0.63265306122448983,0.934609250398724,0.73486430062630481,0.8065767152008404,NN,0.62,0.9701986754966887,0.70967741935483875,0.81218579058198792,0.64583333333333337,0.90153846153846151,0.76190476190476186,0.80285714285714282,67,144,325,231,700,TR
18,5,26,7,115,32,20,19,58,0.63666666666666671,0.38297872340425532,0.78498293515358353,0.54460093896713613,0.64159873513424204,NN,0.40000000000000002,0.82733812949640284,0.5,0.6517002398081535,0.36734693877551022,0.74675324675324672,0.59793814432989689,0.63666666666666671,67,49,154,97,300,TE
51,71,6,64,242,25,19,173,49,0.48857142857142855,0.38931297709923662,0.59241126070991434,0.30529595015576327,0.4564235890731756,LM,0.38059701492537312,0.49794238683127573,0.61250000000000004,0.51592549707371438,0.3984375,0.73111782477341392,0.2033195020746888,0.48857142857142855,68,128,331,241,700,TR
29,31,5,34,106,8,6,62,19,0.51333333333333331,0.43283582089552236,0.6109510086455332,0.31932773109243695,0.48778863414263296,LM,0.42028985507246375,0.53266331658291455,0.59375,0.52603087144660488,0.44615384615384618,0.71621621621621623,0.21839080459770116,0.51333333333333331,68,65,148,87,300,TE
45,30,53,7,277,47,29,66,146,0.66857142857142859,0.43062200956937796,0.78693181818181823,0.5995893223819303,0.65727867962443909,GV,0.55555555555555558,0.74262734584450407,0.5934959349593496,0.65707611844406466,0.3515625,0.8368580060422961,0.60580912863070535,0.66857142857142859,68,128,331,241,700,TR
19,22,24,9,112,27,10,29,48,0.59666666666666668,0.36893203883495146,0.72025723472668812,0.51612903225806461,0.58493959690091102,GV,0.5,0.68711656441717794,0.48484848484848486,0.58791689905186839,0.29230769230769232,0.7567567567567568,0.55172413793103448,0.59666666666666668,68,65,148,87,300,TE
10,6,112,0,243,88,1,4,236,0.69857142857142862,0.14388489208633093,0.8321917808219178,0.69719350073855235,0.65985197045299471,NN,0.90909090909090906,0.96047430830039526,0.54128440366972475,0.80675739099352983,0.078125,0.73413897280966767,0.97925311203319498,0.69857142857142862,68,128,331,241,700,TR
3,9,53,1,78,69,2,10,75,0.52000000000000002,0.084507042253521125,0.63673469387755099,0.52816901408450712,0.48560132221902846,NN,0.5,0.80412371134020622,0.38071065989847713,0.61544045563172678,0.046153846153846156,0.52702702702702697,0.86206896551724133,0.52000000000000002,68,65,148,87,300,TE
57,76,7,70,225,24,14,181,46,0.46857142857142858,0.40569395017793591,0.56179775280898869,0.28930817610062892,0.43676272373032859,LM,0.40425531914893614,0.46680497925311204,0.59740259740259738,0.49925794148088537,0.40714285714285714,0.70532915360501569,0.1908713692946058,0.46857142857142858,69,140,319,241,700,TR
23,26,4,28,123,9,11,54,22,0.56000000000000005,0.40000000000000002,0.67768595041322321,0.36065573770491804,0.53668933748814529,LM,0.37096774193548387,0.60591133004926112,0.62857142857142856,0.57097605805392238,0.43396226415094341,0.76875000000000004,0.25287356321839083,0.56000000000000005,69,53,160,87,300,TE
60,41,39,8,269,42,32,71,138,0.66714285714285715,0.5,0.76857142857142846,0.59999999999999987,0.65682040816326526,GV,0.59999999999999998,0.70603674540682415,0.63013698630136983,0.65869819354772441,0.42857142857142855,0.84326018808777425,0.57261410788381739,0.66714285714285715,69,140,319,241,700,TR
15,14,24,5,125,30,20,27,40,0.59999999999999998,0.32258064516129037,0.7668711656441719,0.44198895027624308,0.59416399790216345,GV,0.375,0.75301204819277112,0.42553191489361702,0.59126068102196006,0.28301886792452829,0.78125,0.45977011494252873,0.59999999999999998,69,53,160,87,300,TE
27,9,104,1,288,30,5,25,211,0.75142857142857145,0.31213872832369943,0.89859594383775354,0.720136518771331,0.71986347010493157,NN,0.81818181818181823,0.89440993788819878,0.61159420289855071,0.78179489661477242,0.19285714285714287,0.90282131661442011,0.87551867219917012,0.75142857142857145,69,140,319,241,700,TR
1,13,39,2,127,31,6,28,53,0.60333333333333339,0.032258064516129031,0.77439024390243905,0.50476190476190486,0.56508800719343599,NN,0.1111111111111111,0.75595238095238093,0.43089430894308944,0.54776358239772871,0.018867924528301886,0.79374999999999996,0.60919540229885061,0.60333333333333339,69,53,160,87,300,TE
54,70,8,69,250,23,18,161,47,0.50142857142857145,0.39560439560439564,0.60753341433778862,0.30921052631578949,0.47125398124381768,LM,0.38297872340425532,0.51975051975051978,0.60256410256410253,0.52069622346218092,0.40909090909090912,0.73099415204678364,0.20796460176991149,0.50142857142857145,70,132,342,226,700,TR
26,32,3,29,98,10,7,74,21,0.48333333333333334,0.42276422764227645,0.57478005865102633,0.30882352941176472,0.45344495307123156,LM,0.41935483870967744,0.48039215686274511,0.61764705882352944,0.51464790217162126,0.42622950819672129,0.71532846715328469,0.20588235294117646,0.48333333333333334,70,61,137,102,300,TE
48,39,45,7,293,42,20,76,130,0.67285714285714282,0.46376811594202899,0.78133333333333332,0.58690744920993221,0.65867782117970353,GV,0.64000000000000001,0.71813725490196079,0.59907834101382484,0.66496378035084991,0.36363636363636365,0.85672514619883045,0.5752212389380531,0.67285714285714282,70,132,342,226,700,TR
9,26,26,2,121,14,16,33,53,0.60999999999999999,0.20454545454545456,0.76340694006309151,0.54358974358974366,0.57503392454023372,GV,0.33333333333333331,0.67222222222222228,0.56989247311827962,0.56852270011947426,0.14754098360655737,0.88321167883211682,0.51960784313725494,0.60999999999999999,70,61,137,102,300,TE
43,9,80,0,327,15,19,31,176,0.78000000000000003,0.44329896907216498,0.922425952045134,0.70824949698189144,0.76292789404981298,NN,0.69354838709677424,0.89100817438692093,0.64944649446494462,0.77578298640882659,0.32575757575757575,0.95614035087719296,0.77876106194690264,0.78000000000000003,70,132,342,226,700,TR
9,18,34,0,115,22,11,25,66,0.6333333333333333,0.22222222222222224,0.77966101694915257,0.58928571428571441,0.60158752578244101,NN,0.45000000000000001,0.72784810126582278,0.54098360655737709,0.60781839247423397,0.14754098360655737,0.83941605839416056,0.6470588235294118,0.6333333333333333,70,61,137,102,300,TE
62,76,8,64,238,24,17,167,44,0.49142857142857144,0.42906574394463665,0.58983890954151186,0.28947368421052633,0.45847297589492836,LM,0.43356643356643354,0.49480249480249483,0.57894736842105265,0.50943758943758943,0.42465753424657532,0.73006134969325154,0.19298245614035087,0.49142857142857144,71,146,326,228,700,TR
18,26,3,34,110,9,8,68,24,0.50666666666666671,0.33644859813084116,0.6162464985994397,0.3529411764705882,0.4846430534830754,LM,0.29999999999999999,0.53921568627450978,0.66666666666666663,0.54422222222222216,0.38297872340425532,0.71895424836601307,0.23999999999999999,0.50666666666666671,71,47,153,100,300,TE
53,35,58,11,272,43,32,62,134,0.65571428571428569,0.43801652892561982,0.78273381294964017,0.57883369330453571,0.64442245474022486,GV,0.55208333333333337,0.73712737127371275,0.57021276595744685,0.64416600048599271,0.36301369863013699,0.83435582822085885,0.58771929824561409,0.65571428571428569,71,146,326,228,700,TR
13,9,25,15,113,25,17,32,51,0.58999999999999997,0.28260869565217389,0.73615635179153105,0.5074626865671642,0.58886933058824276,GV,0.28888888888888886,0.73376623376623373,0.50495049504950495,0.58779687016320681,0.27659574468085107,0.73856209150326801,0.51000000000000001,0.58999999999999997,71,47,153,100,300,TE
2,6,138,0,207,119,0,10,218,0.60999999999999999,0.027027027027027025,0.75409836065573776,0.62019914651493591,0.55883916703588832,NN,1.0,0.9282511210762332,0.4589473684210526,0.79035695067264566,0.013698630136986301,0.63496932515337423,0.95614035087719296,0.60999999999999999,71,146,326,228,700,TR
0,2,45,0,80,73,0,13,87,0.55666666666666664,0.0,0.64516129032258074,0.57049180327868854,0.51919619249074567,NN,0.0,0.84210526315789469,0.42439024390243901,0.57093709884467259,0.0,0.52287581699346408,0.87,0.55666666666666664,71,47,153,100,300,TE
51,73,7,71,243,26,19,158,52,0.49428571428571427,0.375,0.59705159705159705,0.33121019108280253,0.46852810965072111,LM,0.36170212765957449,0.51265822784810122,0.61176470588235299,0.51682984834116785,0.38931297709923662,0.71470588235294119,0.22707423580786026,0.49428571428571427,72,131,340,229,700,TR
29,29,4,27,105,7,6,77,16,0.5,0.46774193548387094,0.59999999999999998,0.25396825396825401,0.45847619047619048,LM,0.46774193548387094,0.49763033175355448,0.59259259259259256,0.52279094260136916,0.46774193548387094,0.75539568345323738,0.16161616161616163,0.5,72,62,139,99,300,TE
48,31,52,12,275,53,24,57,148,0.67285714285714282,0.44651162790697679,0.78236130867709819,0.61410788381742731,0.66446653371459741,GV,0.5714285714285714,0.75757575757575757,0.58498023715415015,0.66627624963028687,0.36641221374045801,0.80882352941176472,0.64628820960698685,0.67285714285714282,72,131,340,229,700,TR
20,18,24,16,102,21,25,23,51,0.57666666666666666,0.32520325203252032,0.72340425531914909,0.52307692307692311,0.57500136166664462,GV,0.32786885245901637,0.71328671328671334,0.53125,0.57356157333104063,0.32258064516129031,0.73381294964028776,0.51515151515151514,0.57666666666666666,72,62,139,99,300,TE
72,3,56,2,306,32,27,5,197,0.8214285714285714,0.62068965517241381,0.93577981651376152,0.76653696498054469,0.82144635346115691,NN,0.71287128712871284,0.97452229299363058,0.69122807017543864,0.83287849471695885,0.54961832061068705,0.90000000000000002,0.86026200873362446,0.8214285714285714,72,131,340,229,700,TR
14,16,32,6,97,36,18,13,68,0.59666666666666668,0.28000000000000003,0.73207547169811327,0.5787234042553191,0.58804035862438109,NN,0.36842105263157893,0.76984126984126988,0.5,0.59783347257031472,0.22580645161290322,0.69784172661870503,0.68686868686868685,0.59666666666666668,72,62,139,99,300,TE
53,80,6,76,235,26,15,165,44,0.47428571428571431,0.37455830388692574,0.57527539779681758,0.29333333333333333,0.44519725709210978,LM,0.36805555555555558,0.48958333333333331,0.57894736842105265,0.49404788011695905,0.38129496402877699,0.69732937685459939,0.19642857142857142,0.47428571428571431,73,139,337,224,700,TR
27,22,5,22,113,7,10,70,24,0.54666666666666663,0.47787610619469029,0.65129682997118166,0.34285714285714292,0.5131553414918798,LM,0.4576271186440678,0.551219512195122,0.66666666666666663,0.57439456157273427,0.5,0.79577464788732399,0.23076923076923078,0.54666666666666663,73,54,142,104,300,TE
52,34,53,8,277,52,32,62,130,0.65571428571428569,0.45021645021645024,0.78028169014084514,0.56644880174291934,0.64631363963995048,GV,0.56521739130434778,0.74262734584450407,0.55319148936170215,0.64677932365417645,0.37410071942446044,0.82195845697329373,0.5803571428571429,0.65571428571428569,73,139,337,224,700,TR
20,21,13,6,117,19,28,28,48,0.6166666666666667,0.37037037037037035,0.75974025974025972,0.52173913043478259,0.60714662149444754,GV,0.37037037037037035,0.70481927710843373,0.59999999999999998,0.60828112449799188,0.37037037037037035,0.823943661971831,0.46153846153846156,0.6166666666666667,73,54,142,104,300,TE
16,12,111,0,311,26,0,46,178,0.72142857142857142,0.20645161290322583,0.88101983002832862,0.66048237476808913,0.67649786980163862,NN,1.0,0.84281842818428188,0.56507936507936507,0.78515369725125828,0.11510791366906475,0.9228486646884273,0.7946428571428571,0.72142857142857142,73,139,337,224,700,TR
5,14,35,0,118,24,5,30,69,0.64000000000000001,0.15625,0.77631578947368429,0.59482758620689657,0.60178803690260141,NN,0.5,0.72839506172839508,0.5390625,0.62164866255144036,0.092592592592592587,0.83098591549295775,0.66346153846153844,0.64000000000000001,73,54,142,104,300,TE
50,77,10,65,254,19,15,165,45,0.49857142857142855,0.37453183520599254,0.60911270983213428,0.30100334448160537,0.46416672836406225,LM,0.38461538461538464,0.51209677419354838,0.60810810810810811,0.51800763099150193,0.36496350364963503,0.75147928994082835,0.20000000000000001,0.49857142857142855,74,137,338,225,700,TR
30,25,1,33,94,14,10,70,23,0.48999999999999999,0.46511627906976744,0.5696969696969697,0.32624113475177308,0.46658873744870777,LM,0.41095890410958902,0.49735449735449733,0.60526315789473684,0.51827596006759669,0.5357142857142857,0.66666666666666663,0.22330097087378642,0.48999999999999999,74,56,141,103,300,TE
45,34,58,8,277,53,23,61,141,0.66142857142857148,0.42253521126760563,0.78028169014084503,0.59119496855345921,0.64948771876542266,GV,0.59210526315789469,0.7446236559139785,0.55952380952380953,0.65527724842059065,0.32846715328467152,0.81952662721893488,0.62666666666666671,0.66142857142857148,74,137,338,225,700,TR
11,16,29,7,111,23,12,35,56,0.59333333333333338,0.25581395348837205,0.73267326732673277,0.53080568720379151,0.57435165956802892,GV,0.36666666666666664,0.68518518518518523,0.51851851851851849,0.56850617283950611,0.19642857142857142,0.78723404255319152,0.5436893203883495,0.59333333333333338,74,56,141,103,300,TE
19,5,113,1,304,33,2,11,212,0.76428571428571423,0.23899371069182387,0.92401215805471126,0.72727272727272729,0.7267065877480513,NN,0.86363636363636365,0.94999999999999996,0.59217877094972071,0.81808343611695555,0.13868613138686131,0.89940828402366868,0.94222222222222218,0.76428571428571423,74,137,338,225,700,TR
6,9,41,1,104,36,6,21,76,0.62,0.17391304347826086,0.75636363636363635,0.59375,0.59180884387351773,NN,0.46153846153846156,0.77611940298507465,0.49673202614379086,0.62147462786619945,0.10714285714285714,0.73758865248226946,0.73786407766990292,0.62,74,56,141,103,300,TE
54,74,8,65,243,23,20,163,50,0.49571428571428572,0.39272727272727281,0.59926017262638709,0.31847133757961782,0.46567121126613453,LM,0.38848920863309355,0.50624999999999998,0.61728395061728392,0.52032920409703987,0.39705882352941174,0.73413897280966767,0.21459227467811159,0.49571428571428572,75,136,331,233,700,TR
26,28,3,33,105,10,5,72,18,0.49666666666666665,0.42975206611570249,0.59490084985835689,0.2857142857142857,0.46561350230162996,LM,0.40625,0.51219512195121952,0.58064516129032262,0.51374139457120382,0.45614035087719296,0.70945945945945943,0.18947368421052632,0.49666666666666665,75,57,148,95,300,TE
43,48,45,5,292,34,26,87,120,0.65000000000000002,0.40952380952380951,0.77044854881266489,0.55555555555555558,0.62879736028096378,GV,0.58108108108108103,0.68384074941451989,0.60301507537688437,0.63697261092292445,0.31617647058823528,0.8821752265861027,0.51502145922746778,0.65000000000000002,75,136,331,233,700,TR
11,25,21,6,125,17,13,44,38,0.57999999999999996,0.25287356321839077,0.73099415204678364,0.44444444444444448,0.54941049942864817,GV,0.36666666666666664,0.64432989690721654,0.5,0.54586941580756021,0.19298245614035087,0.84459459459459463,0.40000000000000002,0.57999999999999996,75,57,148,95,300,TE
15,14,107,0,309,22,0,46,187,0.72999999999999998,0.19867549668874171,0.8828571428571429,0.68123861566484523,0.68282025612184583,NN,1.0,0.83739837398373984,0.59177215189873422,0.78723110454431855,0.11029411764705882,0.93353474320241692,0.80257510729613735,0.72999999999999998,75,136,331,233,700,TR
1,18,38,5,118,25,2,35,58,0.58999999999999997,0.030769230769230767,0.7398119122257053,0.53703703703703698,0.54088175893923018,NN,0.125,0.6900584795321637,0.47933884297520662,0.51596948351134941,0.017543859649122806,0.79729729729729726,0.61052631578947369,0.58999999999999997,75,57,148,95,300,TE
